post_title;post_name;post_parent;ID;post_content;post_excerpt;post_status;post_password;menu_order;post_date;post_author;comment_status;sku;parent_sku;children;downloadable;virtual;stock;regular_price;sale_price;weight;length;width;height;tax_class;visibility;stock_status;backorders;sold_individually;low_stock_amount;manage_stock;tax_status;upsell_ids;crosssell_ids;purchase_note;sale_price_dates_from;sale_price_dates_to;download_limit;download_expiry;product_url;button_text;images;downloadable_files;product_page_url;meta:total_sales;meta:_global_unique_id;meta:_aioseo_title;meta:_aioseo_description;meta:_aioseo_keywords;meta:_aioseo_og_title;meta:_aioseo_og_description;meta:_aioseo_twitter_title;meta:_aioseo_og_article_tags;meta:_aioseo_twitter_description;tax:product_type;tax:product_visibility;tax:product_cat;tax:product_tag;tax:product_shipping_class;tax:product_brand;attribute:Marca;attribute_data:Marca
"Lavastoviglie Uragan nuova";lavastoviglie-uragan-nuova;;8058339392083;"<strong>Lavastoviglie Uragan nuova</strong>
La lavastoviglie piu piccola della linea, adatta al lavaggio di bicchieri e tazzine da caffe. Doppia parete completa nel laterale, chiusura senza viti a vista, macchina con dimensioni compatte! Chiusura porta ammortizzata.
- Cesto 40x40
- Dim: 50 x 54 x 72.5
- Potenza: 3,5 kW
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavastoviglie Uragan nuova</strong>
La lavastoviglie piu piccola della linea, adatta al lavaggio di bicchieri e tazzine da caffe. Doppia parete completa nel laterale, chiusura senza viti a vista, macchina con dimensioni compatte! Chiusura porta ammortizzata.
- Cesto 40x40
- Dim: 50 x 54 x 72.5
- Potenza: 3,5 kW
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;URAGAN40;;;no;no;;1900;;;50;54;72.5;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/URAGAN40-1-scaled.jpg ! alt :  ! title : URAGAN40-1.jpg ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/05/URAGAN40_1-scaled.jpg ! alt :  ! title : URAGAN40_1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavastoviglie-uragan-nuova/;0;;;;[];;;;[];;simple;;Occasioni;;;;Uragan;0|1|0
"Lavello Inox usato per Linea lavapentole";lavello-inox-usato-per-linea-lavapentole;;8058339392088;"<strong>Lavello Inox usato per Linea lavapentole</strong>
- Con ripiano di fondo
- Alzatina parziale
- Dim 320x60x90
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavello Inox usato per Linea lavapentole</strong>
- Con ripiano di fondo
- Alzatina parziale
- Dim 320x60x90
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;LVINOX320/60;;;no;no;;650;;;320;60;90;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/LVINOX320-60-1-scaled.jpg ! alt :  ! title : LVINOX320-60-1.jpg ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/05/LVINOX320-60_1-scaled.jpg ! alt :  ! title : LVINOX320-60_1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavello-inox-usato-per-linea-lavapentole/;0;;;;[];;;;[];;simple;;Occasioni;;;;;0|1|0
"Bilancia usata";bilancia-usata;;8058339392092;"<strong>Bilancia usata</strong>
- Dim: 30x30x50
- Da 100 gr a 10 Kg
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Bilancia usata</strong>
- Dim: 30x30x50
- Da 100 gr a 10 Kg
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;BES003;;;no;no;;370;;;30;30;50;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/BES003-1-scaled.jpg ! alt :  ! title : BES003-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/bilancia-usata/;0;;;;;;;;;;simple;;Occasioni;;;;Arsa;0|1|0
"Piano Lavello inox con alzatina posteriore usato";piano-lavello-inox-con-alzatina-posteriore-usato;;8058339392107;"<strong>Piano Lavello inox con alzatina posteriore usato</strong>
- Vasca laterale sinistra
- Dim 245x70x25
- Pronto per pattumiera
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Piano Lavello inox con alzatina posteriore usato</strong>
- Vasca laterale sinistra
- Dim 245x70x25
- Pronto per pattumiera
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;PIANOV245/70;;;no;no;;1250;;;245;70;25;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/PIANOV245-70-1-scaled.jpg ! alt :  ! title : PIANOV245-70-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/piano-lavello-inox-con-alzatina-posteriore-usato/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"Cappa Aspirazione usata";cappa-aspirazione-usata;;8058339392109;"<strong>Cappa Aspirazione usata</strong>
- In acciaio inox
- Dim: 100 x 54 x 100
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Cappa Aspirazione usata</strong>
- In acciaio inox
- Dim: 100 x 54 x 100
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;CPINOX100;;;no;no;;1000;;;100;45;100;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/CPINOX100-1-scaled.jpg ! alt :  ! title : CPINOX100-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/cappa-aspirazione-usata/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"usato Sirman";usato-sirman;;8058339392112;"<strong>usato Sirman</strong>
- Dim: 55x35x45
-Trifase 400 V
- Potenza: 1.1 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>usato Sirman</strong>
- Dim: 55x35x45
-Trifase 400 V
- Potenza: 1.1 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;TCG12M;;;no;no;;419;;;55;35;45;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/TCG12M-1-scaled.jpg ! alt :  ! title : TCG12M-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/usato-sirman/;0;;;;;;;;;;simple;;Occasioni;;;;Sirman;0|1|0
"Modulo cassettiera 3 cassetti sala demo";modulo-cassettiera-3-cassetti-sala-demo;;8058339392114;"<strong>Modulo cassettiera 3 cassetti sala demo</strong>
- In acciaio inox
- Dim: 40x60x65
- 3 cassetti
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Modulo cassettiera 3 cassetti sala demo</strong>
- In acciaio inox
- Dim: 40x60x65
- 3 cassetti
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;CASS3CINOX;;;no;no;;430;;;40;65;65;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/CASS3CINOX.jpg ! alt :  ! title : CASS3CINOX ! desc :  ! caption : ";;https://www.borz.it/prodotto/modulo-cassettiera-3-cassetti-sala-demo/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"Lavello Inox chiuso armadiato usato";lavello-inox-chiuso-armadiato-usato;;8058339392120;"<strong>Lavello Inox chiuso armadiato usato</strong>
- Con mobile scorrevole
- Doppia vasca
- Rubinetto inclinato
- Dim 150x70x85
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavello Inox chiuso armadiato usato</strong>
- Con mobile scorrevole
- Doppia vasca
- Rubinetto inclinato
- Dim 150x70x85
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;LVINOX150/70-1;;;no;no;;950;;;150;70;85;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/LVINOX150-70-1-2-scaled.jpg ! alt :  ! title : LVINOX150-70-1-2.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavello-inox-chiuso-armadiato-usato/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"Piano Inox su misura nuovo";piano-inox-su-misura-nuovo;;8058339392129;"<strong>Piano Inox su misura nuovo</strong>
- In acciaio inox AISI 304
- Con vasca sul lato sinistro
- Alzatina post
- Dim: 175x70x40
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Piano Inox su misura nuovo</strong>
- In acciaio inox AISI 304
- Con vasca sul lato sinistro
- Alzatina post
- Dim: 175x70x40
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;PNINOX175;;;no;no;;1410;;;175;70;40;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/PNINOX175.jpg ! alt :  ! title : PNINOX175 ! desc :  ! caption : ";;https://www.borz.it/prodotto/piano-inox-su-misura-nuovo/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"Piano Inox su misura nuovo";piano-inox-su-misura-nuovo-2;;8058339392130;"<strong>Piano Inox su misura nuovo</strong>
- In acciaio inox AISI 304
- Con vasca sul lato sinistro
- Alzatina post
- Dim: 245x70x40
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Piano Inox su misura nuovo</strong>
- In acciaio inox AISI 304
- Con vasca sul lato sinistro
- Alzatina post
- Dim: 245x70x40
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;PNINOX245;;;no;no;;1710;;;245;70;40;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/PNINOX245.jpg ! alt :  ! title : PNINOX245 ! desc :  ! caption : ";;https://www.borz.it/prodotto/piano-inox-su-misura-nuovo-2/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
